#geneid	family	symbol	taxid	contig	orient	start	end
84838	0	ZNF496	9606	NC_000001.9	+	245530244	245561667
84841	0	MGC15634	9606	NC_000001.9	+	225915567	225916778
84842	0	HPDL	9606	NC_000001.9	+	45565131	45566933
84871	0	AGBL4	9606	NC_000001.9	+	48822128	49283972
84879	52676	MFSD2	9606	NC_000001.9	+	40193396	40208214
84886	0	C1orf198	9606	NC_000001.9	+	229039488	229070899
84919	0	PPP1R15B	9606	NC_000001.9	+	202639142	202647541
84938	52024	ATG4C	9606	NC_000001.9	+	63022390	63102637
84944	0	MAEL	9606	NC_000001.9	+	165225142	165258070
84950	0	PRPF38A	9606	NC_000001.9	+	52642823	52656437
84958	0	SYTL1	9606	NC_000001.9	+	27541099	27553007
84966	0	IGSF21	9606	NC_000001.9	+	18306826	18577562
84967	0	LSM10	9606	NC_000001.9	+	36631617	36636079
84970	0	C1orf94	9606	NC_000001.9	+	34415857	34457318
84976	0	DISP1	9606	NC_000001.9	+	221168405	221245957
85028	0	C1orf79	9606	NC_000001.9	+	28777640	28782075
85369	52974	FAM40A	9606	NC_000001.9	+	110378763	110398785
85397	49591	RGS8	9606	NC_000001.9	+	180882414	180908689
85414	0	SLC45A3	9606	NC_000001.9	+	203893603	203916252
85440	52498	DOCK7	9606	NC_000001.9	+	62692984	62926556
85452	53957	KIAA1751	9606	NC_000001.9	+	1874611	1925135
85487	0	RPS19P2	9606	NC_000001.9	+	113513133	113513573
89780	49784	WNT3A	9606	NC_000001.9	+	226261374	226315583
89796	0	NAV1	9606	NC_000001.9	+	199884072	200061077
89866	0	LZTR2	9606	NC_000001.9	+	176164903	176205672
89872	50039	AQP10	9606	NC_000001.9	+	152560215	152564424
89884	50496	LHX4	9606	NC_000001.9	+	178466064	178510810
89886	0	SLAMF9	9606	NC_000001.9	+	158187907	158190633
90231	51941	KIAA2013	9606	NC_000001.9	+	11902708	11909066
90326	0	THAP3	9606	NC_000001.9	+	6607838	6618231
90529	0	C1orf201	9606	NC_000001.9	+	24556075	24600535
90780	0	PYGO2	9606	NC_000001.9	+	153196125	153200881
90806	0	ANGEL2	9606	NC_000001.9	+	211232146	211255790
90853	0	SPOCD1	9606	NC_000001.9	+	32028611	32054166
90874	54028	ZNF697	9606	NC_000001.9	+	119963522	119991912
91156	0	DKFZp434B1231	9606	NC_000001.9	+	199448392	199464696
91181	51984	NUP210L	9606	NC_000001.9	+	152231784	152378951
91408	51512	BTF3L4	9606	NC_000001.9	+	52294560	52326651
91544	51719	UBXD5	9606	NC_000001.9	+	26481359	26505722
91624	0	NEXN	9606	NC_000001.9	+	78156395	78181496
91687	0	CENPL	9606	NC_000001.9	+	172035627	172060081
92235	53279	DUSP27	9606	NC_000001.9	+	165330710	165365025
92241	0	RCSD1	9606	NC_000001.9	+	165865953	165942109
92312	52476	LOC92312	9606	NC_000001.9	+	154308427	154318385
92342	0	C1orf156	9606	NC_000001.9	+	168028293	168030654
92344	0	SCYL1BP1	9606	NC_000001.9	+	168767893	168789207
92346	0	C1orf105	9606	NC_000001.9	+	170656452	170704588
92703	0	TMEM183A	9606	NC_000001.9	+	201243158	201259290
92815	49323	HIST3H2A	9606	NC_000001.9	+	226711687	226712182
93183	0	PIGM	9606	NC_000001.9	+	158266306	158268371
93185	0	IGSF8	9606	NC_000001.9	+	158327753	158335039
93190	0	C1orf158	9606	NC_000001.9	+	12728749	12743688
93273	0	LEMD1	9606	NC_000001.9	+	203617135	203657803
93474	49788	ZNF670	9606	NC_000001.9	+	245266709	245308691
93611	50687	FBXO44	9606	NC_000001.9	+	11637018	11645970
93974	0	ATPIF1	9606	NC_000001.9	+	28435197	28437197
93993	0	NDUFB3P1	9606	NC_000001.9	+	109436611	109437184
94161	0	SNORD46	9606	NC_000001.9	+	45014750	45014847
94162	0	SNORD38A	9606	NC_000001.9	+	45016100	45016170
94163	0	SNORD38B	9606	NC_000001.9	+	45016648	45016716
94236	0	HEJ1	9606	NC_000001.9	+	102131247	102132191
112770	0	C1orf85	9606	NC_000001.9	+	154529107	154532072
112950	52791	MED8	9606	NC_000001.9	+	43622174	43628069
112970	0	KTI12	9606	NC_000001.9	+	52270364	52272059
113444	0	C1orf212	9606	NC_000001.9	+	35091710	35097933
113451	49458	ADC	9606	NC_000001.9	+	33319300	33358581
113452	0	TMEM54	9606	NC_000001.9	+	33132782	33139539
113802	0	C1orf59	9606	NC_000001.9	+	108992446	109005670
114034	0	TOE1	9606	NC_000001.9	+	45577928	45581960
114190	0	SIGLECP14	9606	NC_000001.9	+	168351383	168351810
114548	50723	NLRP3	9606	NC_000001.9	+	245647973	245679032
114625	49111	ERMAP	9606	NC_000001.9	+	43055362	43083246
114771	51293	PGLYRP3	9606	NC_000001.9	+	151536961	151549817
114784	52405	CSMD2	9606	NC_000001.9	+	33752195	34404029
114803	53257	MYSM1	9606	NC_000001.9	+	58898177	58938334
114814	0	GNRHR2	9606	NC_000001.9	+	144221176	144227432
114819	53968	KIAA1922	9606	NC_000001.9	+	16674911	16685544
114827	53965	FHAD1	9606	NC_000001.9	+	15442754	15597359
114836	49146	SLAMF6	9606	NC_000001.9	+	158721443	158759665
114883	51524	OSBPL9	9606	NC_000001.9	+	51855351	52026728
115019	49491	SLC26A9	9606	NC_000001.9	+	204148798	204179210
115209	0	OMA1	9606	NC_000001.9	+	58718978	58785033
115273	0	RAB42	9606	NC_000001.9	+	28791298	28793684
115350	0	FCRL1	9606	NC_000001.9	+	156031274	156056514
115352	51620	FCRL3	9606	NC_000001.9	+	155912894	155937270
115353	0	LRRC42	9606	NC_000001.9	+	54184624	54206426
115361	49287	GBP4	9606	NC_000001.9	+	89420043	89437149
115362	49287	GBP5	9606	NC_000001.9	+	89498852	89511118
115572	50716	FAM46B	9606	NC_000001.9	+	27204097	27211913
116123	0	RP11-45J16.2	9606	NC_000001.9	+	164856677	164867260
116228	0	FAM36A	9606	NC_000001.9	+	243065261	243074981
116362	49181	RBP7	9606	NC_000001.9	+	9979860	9998664
116461	0	C1orf19	9606	NC_000001.9	+	182287468	182309968
116496	0	FAM129A	9606	NC_000001.9	+	183026788	183210304
116841	0	C1orf142	9606	NC_000001.9	+	225989319	226035549
116983	50545	CENTB5	9606	NC_000001.9	+	1218806	1228502
117143	0	TADA1L	9606	NC_000001.9	+	165092370	165112102
117145	0	THEM4	9606	NC_000001.9	+	150112683	150148736
117157	49667	SH2D1B	9606	NC_000001.9	+	160631679	160648551
117178	0	SSX2IP	9606	NC_000001.9	+	84882183	84928767
118424	52385	UBE2J2	9606	NC_000001.9	+	1179154	1199096
118427	49866	OLFM3	9606	NC_000001.9	+	102040717	102235135
126581	0	MRP63P1	9606	NC_000001.9	+	114623146	114623430
126626	50671	MGC29891	9606	NC_000001.9	+	149309703	149359034
126637	0	TCHHL1	9606	NC_000001.9	+	150323243	150328163
126638	53274	RPTN	9606	NC_000001.9	+	150393669	150396988
126661	53249	LOC126661	9606	NC_000001.9	+	45733167	45738310
126668	0	TDRD10	9606	NC_000001.9	+	152741318	152787246
126669	0	SHE	9606	NC_000001.9	+	152718580	152741212
126695	0	C1orf172	9606	NC_000001.9	+	27148647	27159483
126731	0	C1orf96	9606	NC_000001.9	+	227523381	227545357
126755	0	LRRC38	9606	NC_000001.9	+	13673775	13716439
126767	52741	AADACL3	9606	NC_000001.9	+	12698406	12708549
126789	0	PUSL1	9606	NC_000001.9	+	1233856	1236919
126792	0	B3GALT6	9606	NC_000001.9	+	1157507	1160280
126811	0	KRT8P21	9606	NC_000001.9	+	73338025	73344554
126820	0	WDR63	9606	NC_000001.9	+	85300594	85371406
126823	0	KARCA1	9606	NC_000001.9	+	159334777	159336759
126826	0	TGIF2P1	9606	NC_000001.9	+	242624899	242637090
126859	52837	C1orf125	9606	NC_000001.9	+	177601737	177790492
126860	53283	LOC126860	9606	NC_000001.9	+	177824382	177824873
126868	0	C1orf161	9606	NC_000001.9	+	116455898	116479383
126917	0	LOC126917	9606	NC_000001.9	+	19103237	19156285
126961	49326	HIST2H3C	9606	NC_000001.9	+	148078882	148079388
126969	51369	SLC44A3	9606	NC_000001.9	+	95058764	95133196
126987	0	LOC126987	9606	NC_000001.9	+	106424901	106427944
127002	0	ATXN7L2	9606	NC_000001.9	+	109828083	109836878
127003	53266	C1orf194	9606	NC_000001.9	+	109450095	109458001
127011	0	LOC127011	9606	NC_000001.9	+	195457974	195459007
127018	0	LYPLAL1	9606	NC_000001.9	+	217413843	217451782
127059	49463	OR2M5	9606	NC_000001.9	+	246375072	246376010
127062	49463	OR2M3	9606	NC_000001.9	+	246432992	246433930
127064	49463	OR2T12	9606	NC_000001.9	+	246524540	246525502
127066	49463	OR5BF1	9606	NC_000001.9	+	246578699	246579637
127068	49463	OR2T34	9606	NC_000001.9	+	246803724	246804680
127069	49463	OR2T10	9606	NC_000001.9	+	246822753	246823691
127074	49463	OR2T4	9606	NC_000001.9	+	246591505	246592551
127077	49463	OR2T11	9606	NC_000001.9	+	246856101	246857051
127086	0	LOC127086	9606	NC_000001.9	+	218553899	218555667
127099	51351	LOC127099	9606	NC_000001.9	+	170060373	170060723
127124	0	ATP6V1G3	9606	NC_000001.9	+	196758974	196776697
127247	0	ASB17	9606	NC_000001.9	+	76157147	76170703
127253	0	TYW3	9606	NC_000001.9	+	74971427	75003895
127254	0	C1orf173	9606	NC_000001.9	+	74806382	74912009
127255	0	LRRC44	9606	NC_000001.9	+	74418178	74436418
127262	52439	FAM79A	9606	NC_000001.9	+	3531415	3536554
127281	0	C1orf93	9606	NC_000001.9	+	2508108	2512761
127294	0	MYOM3	9606	NC_000001.9	+	24255121	24294079
127295	0	LOC127295	9606	NC_000001.9	+	24206116	24207595
127343	51758	DMBX1	9606	NC_000001.9	+	46745254	46752484
127385	49463	OR10J5	9606	NC_000001.9	+	157771491	157772420
127391	0	TMCO2	9606	NC_000001.9	+	40486159	40489949
127396	49788	ZNF684	9606	NC_000001.9	+	40769819	40786424
127406	53256	LOC127406	9606	NC_000001.9	+	56446194	56446715
127428	0	C1orf83	9606	NC_000001.9	+	54291861	54338003
127435	0	PODN	9606	NC_000001.9	+	53300472	53323761
127495	51044	LRRC39	9606	NC_000001.9	+	100386998	100416358
127534	49297	GJB4	9606	NC_000001.9	+	34999364	35000514
127540	50892	HMGB4	9606	NC_000001.9	+	34098662	34102978
127544	0	IBRDC3	9606	NC_000001.9	+	33174633	33202300
127545	50905	hCG_1641703	9606	NC_000001.9	+	33218132	33218830
127550	53985	A3GALT2	9606	NC_000001.9	+	33544953	33559285
127579	0	DCST2	9606	NC_000001.9	+	153257628	153272880
127602	54092	LOC127602	9606	NC_000001.9	+	223284023	223652369
127608	0	OR2AJ1	9606	NC_000001.9	+	246163801	246164743
127617	0	OR5AV1P	9606	NC_000001.9	+	245849605	245850483
127623	49463	OR2B11	9606	NC_000001.9	+	245680953	245681906
127665	0	ZNF648	9606	NC_000001.9	+	180290327	180297469
127670	0	TEDDM1	9606	NC_000001.9	+	180634044	180636373
127671	0	LOC127671	9606	NC_000001.9	+	180662101	180678119
127687	0	C1orf122	9606	NC_000001.9	+	38046555	38047712
127700	0	C1orf102	9606	NC_000001.9	+	36656093	36688638
127703	0	FLJ38984	9606	NC_000001.9	+	35952063	35957376
127707	0	KLHDC7A	9606	NC_000001.9	+	18680452	18682885
127731	0	FLJ32784	9606	NC_000001.9	+	20490016	20538301
127733	0	UBXD3	9606	NC_000001.9	+	20385164	20392528
127795	0	C1orf87	9606	NC_000001.9	+	60228653	60312013
127829	49070	ARL8A	9606	NC_000001.9	+	200368599	200380488
127833	50165	SYT2	9606	NC_000001.9	+	200831510	200946167
127845	50612	GOLT1A	9606	NC_000001.9	+	202433910	202449842
127933	0	UHMK1	9606	NC_000001.9	+	160734278	160760467
127943	0	FCRLB	9606	NC_000001.9	+	159959080	159964556
128025	0	WDR64	9606	NC_000001.9	+	239913504	240031391
128061	0	C1orf131	9606	NC_000001.9	+	229426131	229443546
128077	0	LIX1L	9606	NC_000001.9	+	144188441	144210447
128102	0	LOC128102	9606	NC_000001.9	+	119912038	119912198
128136	0	LOC128136	9606	NC_000001.9	+	238200802	238228294
128153	0	SPATA17	9606	NC_000001.9	+	215871317	216107106
128178	51380	EDARADD	9606	NC_000001.9	+	234624302	234714630
128192	50265	LOC128192	9606	NC_000001.9	+	45226492	45226983
128209	0	KLF17	9606	NC_000001.9	+	44357108	44373398
128218	0	TMEM125	9606	NC_000001.9	+	43508993	43512259
128229	0	C1orf182	9606	NC_000001.9	+	154573726	154583409
128239	49650	IQGAP3	9606	NC_000001.9	+	154761820	154809019
128240	0	APOA1BP	9606	NC_000001.9	+	154828181	154830714
128272	0	ARHGEF19	9606	NC_000001.9	+	16397185	16411690
128308	52203	MRPL55	9606	NC_000001.9	+	226361002	226363626
128312	49325	HIST3H2BB	9606	NC_000001.9	+	226712430	226712881
128322	50154	LOC128322	9606	NC_000001.9	+	113092239	113092619
128338	0	TMEM77	9606	NC_000001.9	+	111461480	111484237
128344	0	C1orf88	9606	NC_000001.9	+	111690770	111697157
128346	0	C1orf162	9606	NC_000001.9	+	111818126	111822656
128360	49463	OR10T2	9606	NC_000001.9	+	156634935	156635879
128366	0	OR6P1	9606	NC_000001.9	+	156799067	156800017
128367	49463	OR10X1	9606	NC_000001.9	+	156815332	156816312
128368	49463	OR10Z1	9606	NC_000001.9	+	156842852	156843793
128370	0	OR6K4P	9606	NC_000001.9	+	156960568	156961449
128371	49463	OR6K6	9606	NC_000001.9	+	156991229	156992260
128372	49463	OR6N1	9606	NC_000001.9	+	157002157	157003095
128387	52638	TATDN3	9606	NC_000001.9	+	211031807	211057180
140576	49646	S100A16	9606	NC_000001.9	+	151845990	151852137
140609	49662	NEK7	9606	NC_000001.9	+	196468305	196555391
140625	49024	ACTRT2	9606	NC_000001.9	+	2927905	2929326
142678	51610	MIB2	9606	NC_000001.9	+	1540746	1555847
142683	51389	ITLN2	9606	NC_000001.9	+	159181439	159191212
148281	52036	SYT6	9606	NC_000001.9	+	114435909	114497994
148300	0	SONP1	9606	NC_000001.9	+	155945409	155947898
148304	0	C1orf74	9606	NC_000001.9	+	208022284	208024512
148327	0	CREB3L4	9606	NC_000001.9	+	152207020	152213455
148330	0	MRPS33P1	9606	NC_000001.9	+	152617051	152617217
148345	0	C1orf127	9606	NC_000001.9	+	10929119	10946844
148362	0	C1orf58	9606	NC_000001.9	+	220952528	220972729
148398	0	SAMD11	9606	NC_000001.9	+	850983	869823
148418	0	SAMD13	9606	NC_000001.9	+	84536636	84589066
148423	0	C1orf52	9606	NC_000001.9	+	85490243	85497912
148430	0	LOC148430	9606	NC_000001.9	+	159642481	159655273
148479	0	PHF13	9606	NC_000001.9	+	6596331	6606642
148523	0	C1orf51	9606	NC_000001.9	+	148521852	148526124
148534	0	TMEM56	9606	NC_000001.9	+	95355571	95431461
148545	0	NBPF4	9606	NC_000001.9	+	108566609	108588195
148581	0	UBE2U	9606	NC_000001.9	+	64442077	64482614
148641	52012	SLC35F3	9606	NC_000001.9	+	232107301	232526884
148645	0	C1orf211	9606	NC_000001.9	+	6220454	6222090
148696	0	LOC148696	9606	NC_000001.9	+	206058346	206062548
148709	0	LOC148709	9606	NC_000001.9	+	201097504	201110991
148713	0	PTPRV	9606	NC_000001.9	+	200403801	200425103
148738	52628	HFE2	9606	NC_000001.9	+	144124634	144128901
148741	0	ANKRD35	9606	NC_000001.9	+	144260600	144279877
148753	0	C1orf76	9606	NC_000001.9	+	177978920	178051955
148766	52374	LOC148766	9606	NC_000001.9	+	116767868	116822996
148789	0	B3GALNT2	9606	NC_000001.9	+	233679866	233734403
148808	0	MFSD4	9606	NC_000001.9	+	203804784	203837959
148811	0	FLJ32569	9606	NC_000001.9	+	204063775	204085867
148823	0	C1orf150	9606	NC_000001.9	+	245779071	245806481
148867	0	SLC30A7	9606	NC_000001.9	+	101134265	101217595
148870	0	CCDC27	9606	NC_000001.9	+	3658821	3678068
148898	0	C1orf213	9606	NC_000001.9	+	23568050	23570865
148930	0	FLJ32011	9606	NC_000001.9	+	46783902	46788270
148932	50700	MOBKL2C	9606	NC_000001.9	+	46845977	46855092
148979	0	GLIS1	9606	NC_000001.9	+	53744493	53972464
149018	0	LELP1	9606	NC_000001.9	+	151442542	151444219
149041	0	RC3H1	9606	NC_000001.9	+	172172539	172228832
149047	0	MGC27382	9606	NC_000001.9	+	78467876	78532155
149069	53983	DCDC2B	9606	NC_000001.9	+	32447281	32454084
149076	0	FLJ25476	9606	NC_000001.9	+	33494760	33538906
149086	0	LOC149086	9606	NC_000001.9	+	31744135	31747765
149095	0	DCST1	9606	NC_000001.9	+	153272923	153290029
149111	50121	CNIH3	9606	NC_000001.9	+	222870801	222994871
149134	0	LOC149134	9606	NC_000001.9	+	245019018	245022313
149157	54059	LOC149157	9606	NC_000001.9	+	180300321	180306646
149175	0	MANEAL	9606	NC_000001.9	+	38032360	38039806
149224	49640	LOC149224	9606	NC_000001.9	+	68480744	68481325
149233	0	IL23R	9606	NC_000001.9	+	67404756	67498249
149281	53281	C1orf184	9606	NC_000001.9	+	168381872	168403521
149297	52146	FAM78B	9606	NC_000001.9	+	164305879	164402829
149345	0	TMEM58	9606	NC_000001.9	+	200124654	200128049
149351	52848	LOC149351	9606	NC_000001.9	+	91069691	91078658
149371	0	EXOC8	9606	NC_000001.9	+	229535102	229540200
149373	0	FLJ30430	9606	NC_000001.9	+	229387356	229389995
149420	51536	PDIK1L	9606	NC_000001.9	+	26310912	26324627
149421	0	C1orf215	9606	NC_000001.9	+	26083258	26091684
149428	0	BNIPL	9606	NC_000001.9	+	149275715	149286685
149448	0	LOC149448	9606	NC_000001.9	+	235130422	235133897
149461	49168	CLDN19	9606	NC_000001.9	+	42971350	42978511
149465	0	WDR65	9606	NC_000001.9	+	43410612	43449135
149466	0	C1orf210	9606	NC_000001.9	+	43520140	43523825
149469	0	C1orf84	9606	NC_000001.9	+	43628142	43667746
149473	0	CCDC24	9606	NC_000001.9	+	44229866	44234786
149478	53997	LOC149478	9606	NC_000001.9	+	45047069	45052387
149483	0	CCDC17	9606	NC_000001.9	+	45858302	45862259
149499	0	C1orf92	9606	NC_000001.9	+	155157323	155169503
149501	0	LOC149501	9606	NC_000001.9	+	155309271	155311381
149563	0	C1orf64	9606	NC_000001.9	+	16203317	16205770
149603	0	RNF187	9606	NC_000001.9	+	226740899	226750806
149620	0	RP11-165H20.1	9606	NC_000001.9	+	111624203	111630252
149628	49429	PYHIN1	9606	NC_000001.9	+	157167973	157213467
149643	0	LOC149643	9606	NC_000001.9	+	211070105	211087613
149647	51419	FAM71A	9606	NC_000001.9	+	210864438	210866739
155184	49682	SLC2A7	9606	NC_000001.9	+	8985945	9008990
163259	52696	DENND2C	9606	NC_000001.9	+	114926992	115014254
163351	49287	GBP6	9606	NC_000001.9	+	89602204	89624607
163404	50952	PAP2D	9606	NC_000001.9	+	99128388	99243036
163479	0	FNDC7	9606	NC_000001.9	+	109066555	109086887
163486	0	DENND1B	9606	NC_000001.9	+	195788007	196010946
163589	0	TDRD5	9606	NC_000001.9	+	177827647	177927020
163590	0	TOR1AIP2	9606	NC_000001.9	+	178080575	178113556
163688	49124	CALML6	9606	NC_000001.9	+	1836125	1838592
163702	51939	IL28RA	9606	NC_000001.9	+	24353233	24386337
163720	0	CYP4Z2P	9606	NC_000001.9	+	47096492	47138733
163732	0	CITED4	9606	NC_000001.9	+	41099314	41100604
163742	0	FLJ40434	9606	NC_000001.9	+	53676634	53677633
163747	0	C1orf177	9606	NC_000001.9	+	55044323	55080512
163778	0	SPRR4	9606	NC_000001.9	+	151209751	151211692
163782	0	ANKRD38	9606	NC_000001.9	+	62475408	62557670
163786	0	SASS6	9606	NC_000001.9	+	100321687	100371098
163859	0	C1orf55	9606	NC_000001.9	+	224237030	224253654
163882	0	C1orf71	9606	NC_000001.9	+	244796428	244897048
163933	0	FAM43B	9606	NC_000001.9	+	20751518	20754086
164022	50265	PPIAL4	9606	NC_000001.9	+	146421383	146422042
164045	0	HFM1	9606	NC_000001.9	+	91498909	91590781
164091	51434	PAQR7	9606	NC_000001.9	+	26060561	26070330
164118	52849	TTC24	9606	NC_000001.9	+	154817780	154823185
164127	0	C1orf65	9606	NC_000001.9	+	221633390	221635434
164153	50524	UBL4B	9606	NC_000001.9	+	110456584	110458091
171416	0	AF357533	9606	NC_000001.9	+	68752014	68753113
171419	0	AF357532	9606	NC_000001.9	+	112707240	112708039
171422	0	CRPP1	9606	NC_000001.9	+	157941383	157942207
171423	0	PDIA3P	9606	NC_000001.9	+	145116053	145118151
192217	0	OXCT2P	9606	NC_000001.9	+	39753206	39754821
192669	0	EIF2C3	9606	NC_000001.9	+	36169358	36294649
192670	50395	EIF2C4	9606	NC_000001.9	+	36046414	36093774
199827	0	RNASEH1P3	9606	NC_000001.9	+	208543652	208544507
199834	0	LCE4A	9606	NC_000001.9	+	150948175	150948474
199857	0	ALG14	9606	NC_000001.9	+	95220884	95311070
199870	0	FAM76A	9606	NC_000001.9	+	27925076	27960701
199882	54038	LOC199882	9606	NC_000001.9	+	147958055	147965216
199897	0	LOC199897	9606	NC_000001.9	+	63238755	63255864
199899	0	LOC199899	9606	NC_000001.9	+	63397347	63555482
199900	0	MRPS21P1	9606	NC_000001.9	+	65330624	65330885
199920	0	C1orf168	9606	NC_000001.9	+	56957065	57057631
199953	0	RP13-15M17.2	9606	NC_000001.9	+	9571566	9587593
199964	0	TMEM61	9606	NC_000001.9	+	55219052	55230553
199974	0	CYP4Z1	9606	NC_000001.9	+	47305746	47356578
199990	0	C1orf86	9606	NC_000001.9	+	2105776	2116073
200008	0	CDCP2	9606	NC_000001.9	+	54377255	54392030
200010	49684	SLC5A9	9606	NC_000001.9	+	48460990	48486902
200014	51912	CC2D1B	9606	NC_000001.9	+	52588854	52604451
200025	0	LOC200025	9606	NC_000001.9	+	146713794	146717550
200030	51147	NBPF11	9606	NC_000001.9	+	144744003	144794100
200035	0	NUDT17	9606	NC_000001.9	+	144297847	144300791
200081	52043	TXLNA	9606	NC_000001.9	+	32417931	32436472
200095	52088	C1orf67	9606	NC_000001.9	+	223183978	223278928
200132	0	TCTEX1D1	9606	NC_000001.9	+	66990729	67017057
200149	0	LOC200149	9606	NC_000001.9	+	240287009	240290199
200150	50452	PLD5	9606	NC_000001.9	+	240318894	240754620
200159	0	C1orf100	9606	NC_000001.9	+	242582559	242619015
200162	0	SPAG17	9606	NC_000001.9	+	118297810	118529356
200172	0	SLFNL1	9606	NC_000001.9	+	41253855	41259975
200185	0	KRTCAP2	9606	NC_000001.9	+	153408507	153412427
200186	0	CRTC2	9606	NC_000001.9	+	152186774	152197666
200197	0	C1orf126	9606	NC_000001.9	+	15315035	15351546
200205	0	C1orf69	9606	NC_000001.9	+	226420138	226436580
204851	52079	HIPK1	9606	NC_000001.9	+	114273518	114321944
204962	51042	SLC44A5	9606	NC_000001.9	+	75444867	75849358
219293	0	ATAD3C	9606	NC_000001.9	+	1387909	1395400
246181	0	AFAR3	9606	NC_000001.9	+	19465062	19473021
246182	0	AFARP1	9606	NC_000001.9	+	113267494	113268817
246784	0	LOC246784	9606	NC_000001.9	+	155295525	155297219
252839	50631	TMEM9	9606	NC_000001.9	+	199370522	199390242
252995	0	FNDC5	9606	NC_000001.9	+	33100463	33108933
253152	51028	ABHD7	9606	NC_000001.9	+	92268145	92301680
254173	0	TTLL10	9606	NC_000001.9	+	1104939	1111103
254268	0	C1orf62	9606	NC_000001.9	+	109160045	109201238
254428	52182	SLC41A1	9606	NC_000001.9	+	204024843	204048783
254879	49463	OR2T6	9606	NC_000001.9	+	246617532	246618458
254910	0	LCE5A	9606	NC_000001.9	+	150749943	150751276
255104	0	TMCO4	9606	NC_000001.9	+	19881319	19998996
255208	0	LOC255208	9606	NC_000001.9	+	225760505	225762624
255231	50802	MCOLN2	9606	NC_000001.9	+	85163853	85235383
255631	0	COL24A1	9606	NC_000001.9	+	85967503	86394708
255738	0	PCSK9	9606	NC_000001.9	+	55277807	55303110
255928	0	SYT14	9606	NC_000001.9	+	208178218	208402293
256435	0	ST6GALNAC3	9606	NC_000001.9	+	76312991	76869219
256483	51750	LOC256483	9606	NC_000001.9	+	77306198	77316847
257044	0	C1orf101	9606	NC_000001.9	+	242691312	242870284
257101	0	ZNF683	9606	NC_000001.9	+	26560711	26571852
257106	0	ARHGAP30	9606	NC_000001.9	+	159283355	159306383
257177	0	C1orf192	9606	NC_000001.9	+	159601144	159604287
257194	49460	NEGR1	9606	NC_000001.9	+	71641212	72520864
259266	0	ASPM	9606	NC_000001.9	+	195320076	195382189
260293	49209	CYP4X1	9606	NC_000001.9	+	47261826	47289009
260425	51812	MAGI3	9606	NC_000001.9	+	113734893	114026531
261726	0	TIPRL	9606	NC_000001.9	+	166414794	166437975
261734	0	NPHP4	9606	NC_000001.9	+	5845456	5975117
266675	0	BEST4	9606	NC_000001.9	+	45021845	45025963
266783	0	LOC266783	9606	NC_000001.9	+	238372452	238375297
266920	0	AK2B	9606	NC_000001.9	+	58868170	58870147
267002	51954	PGBD2	9606	NC_000001.9	+	247167064	247179967
280661	0	EIF1AP1	9606	NC_000001.9	+	16883632	16885304
284467	52141	FAM19A3	9606	NC_000001.9	+	113064711	113071379
284485	53272	FLJ36032	9606	NC_000001.9	+	149956930	149968705
